"","newc","id","Site","Jan.01","Feb.01","Mar.01","Apr.01","May.01","Jun.01","Jul.01","Aug.01","Sep.01","Oct.01","Nov.01","Dec.01","Jan.02","Feb.02","Mar.02","Apr.02","May.02","Jun.02","Jul.02","Aug.02","Sep.02","Oct.02","Nov.02","Dec.02"
"722","C3","A 1","SO-E0004846 ",2.012,1.834,1.987,1.855,2.173,2.676,5.058,3.786,3.762,2.2,2.732,2.306,4.977,4.161,3.493,2.868,2.438,2.1,1.917,1.904,1.986,2.059,2.25,2.225
"723","C1","A 4","SO-E0004849 ",4.985,4.146,3.481,2.875,2.454,2.146,1.957,1.877,1.951,2,2.239,2.266,0.4,1.263,1.908,2.519,2.948,3.271,3.443,3.481,3.468,3.326,3.199,3.153
"724","C1","A 4","SO-E0004850 ",4.967,4.116,3.519,2.969,2.469,2.152,1.963,1.913,1.932,2.013,2.158,2.207,0.4013,1.253,1.902,2.514,2.931,3.238,3.403,3.426,3.381,3.384,3.298,3.246
"725","C3","A 1","SO-E0004851 ",0.5107,1.252,1.825,2.43,2.87,3.213,3.422,3.525,3.64,3.392,3.216,3.083,4.995,4.13,3.457,2.851,2.413,2.084,1.906,1.855,1.925,2.024,2.293,2.445
"726","C1","A 5","SO-E0004858 ",4.685,3.791,3.089,2.45,2.023,1.712,1.555,1.548,1.758,1.806,1.847,1.875,0.01685,0.9127,1.597,2.198,2.631,2.946,3.102,3.134,3.091,2.97,2.795,2.745
"727","C1","A 5","SO-E0004859 ",4.695,3.775,3.111,2.402,2.125,1.686,1.655,1.595,1.698,1.849,1.755,1.791,0,0.9323,1.618,2.162,2.629,2.952,3.087,3.106,3.109,2.969,2.803,2.77
"728","C2","A 4","SO-E0007111 ",1.507,0.6656,1.468,1.953,2.714,2.364,3.159,3.741,3.483,3.316,2.641,1.127,2.309,1.703,3.066,2.663,3.589,2.465,1.12,3.575,3.025,1.999,2.468,0.1561
"729","C3","A 1","SO-E0017059 ",0.4675,1.277,1.865,2.408,2.874,3.252,3.46,3.54,3.504,3.421,3.23,3.081,4.956,4.165,3.536,2.765,2.332,2.067,1.885,1.837,1.89,2.412,2.233,2.3
"730","C3","A 1","SO-E0017060 ",0.5857,1.292,1.838,2.35,2.868,3.137,3.505,3.776,3.601,3.543,3.034,2.849,5.003,4.135,3.493,2.851,2.448,2.115,1.926,1.905,1.993,2.127,2.16,2.222
"731","C2","A 1","SO-G0003647 ",2.531,2.033,1.844,1.702,2.132,3.322,4.87,4.152,3.916,3.17,2.582,2.523,3.125,4.746,2.645,2.966,3.828,3.768,2.31,2.793,3.506,2.263,1.023,1.804
"732","C3","A 2","SO-G0003669 ",3.897,2.092,1.396,1.295,1.857,3.12,3.14,3.404,3.749,3.875,4.08,2.873,4.252,4.729,3.74,3.508,3.1,2.643,1.885,2.029,1.476,2.358,2.168,2.891
"733","C3","A 3","SO-G0003680 ",3.289,3.253,2.977,2.832,2.273,3.9,2.789,1.242,1.698,2.232,3.26,5.03,2.918,3.624,3.219,2.69,2.831,3.873,2.674,4.377,1.736,4.012,1.168,1.653
"734","C3","A 2","SO-G0003685 ",3.164,2.028,1.569,1.556,1.709,2.398,3.448,4.209,4.046,3.955,3.548,3.145,1.844,4.296,4.356,3.506,3.325,3.924,2.813,2.463,2.722,1.445,1.593,2.49
"735","C5","A 4","SO-G0003694 ",2.497,2.4,2.084,2.061,3.339,4.226,4.429,3.456,4.032,1.172,2.323,2.757,3.466,4.55,4.469,2.713,2.751,1.31,1.759,1.92,2.762,2.558,2.902,3.616
"736","C3","A 3","SO-G0003699 ",4.144,2.958,2.183,2.009,2.168,2.949,2.497,1.745,2.99,2.066,4.354,4.713,2.412,4.332,4.808,3.653,3.011,1.553,2.088,2.771,1.983,2.668,2.02,3.477
"737","C2","A 1","SO-G0003706 ",0.5634,1.587,2.303,2.802,3,3.21,3.588,3.805,4.038,3.732,3.12,3.028,0.1862,2.982,3.91,3.825,3.37,2.993,2.207,2.742,2.429,3.398,3.13,3.605
"738","C2","A 1","SO-G0003742 ",2.005,1.786,1.869,2.25,1.967,3.103,3.699,4.387,4.532,3.864,2.668,2.649,1.441,1.392,2.958,3.553,1.577,3.832,4.038,3.819,3.161,3.714,3.17,2.122
"739","C2","A 1","SO-G0003743 ",1.905,1.913,1.978,2.367,2.378,2.352,4.489,3.844,3.862,4.548,2.732,2.41,0.9095,1.935,3.421,3.909,2.933,2.683,3.618,3.441,2.742,4.456,3.049,1.678
"740","C3","A 3","SO-G0003764 ",5.618,4.023,2.837,2.205,2.125,2.156,2.331,2.412,2.647,2.633,2.979,2.813,0.376,1.959,3.753,3.847,3.667,3.614,3.124,2.829,2.386,2.461,3.533,3.228
"741","C5","A 4","SO-G0003768 ",2.352,1.355,1.706,2.322,2.221,3.59,4.273,4.525,3.214,3.769,2.429,3.021,4.709,3.949,3.904,2.943,3.622,1.695,2.082,1.723,2.144,2.094,2.532,3.38
"742","C3","A 2","SO-G0003786 ",3.558,2.81,1.369,0.9325,1.935,3.372,4.138,3.408,3.082,2.988,4.04,3.144,3.975,3.198,4.52,3.605,3.129,2.27,1.868,1.966,2.028,1.532,2.559,4.125
"743","C5","A 4","SO-G0003792 ",3.465,2.368,1.335,1.206,2.264,2.946,3.976,4.075,4.184,3.514,2.875,2.568,4.342,3.624,3.989,4.032,2.998,2.317,1.825,1.279,3.12,3.097,1.655,2.499
"744","C3","A 3","SO-G0003793 ",3.62,3.576,2.18,1.302,0.7005,3.996,3.18,2.915,3.092,3.257,3.45,3.506,3.826,4.33,4.437,3.891,2.803,1.986,1.876,1.704,2.056,2.427,2.257,3.183
"745","C3","A 2","SO-G0003795 ",2.993,2.578,2.162,1.67,1.234,5.257,3.208,3.35,2.99,2.921,3.244,3.168,3.684,4.248,4.484,3.511,3.005,2.648,1.754,1.329,2.098,2.112,2.424,3.481
"746","C3","A 2","SO-G0003796 ",3.603,2.472,1.761,1.264,1.242,3.484,2.857,2.942,3.527,3.883,3.939,3.803,3.87,4.269,4.366,3.363,2.772,2.751,1.84,1.405,2.088,2.161,2.167,3.725
"747","C5","A 4","SO-G0003806 ",2.432,2.203,1.731,1.284,3.235,4.087,4.942,3.571,3.029,2.594,3.005,2.662,3.937,4.267,4.342,3.359,2.787,2.069,1.378,1.831,2.098,2.268,2.801,3.641
"748","C5","A 4","SO-G0003809 ",2.483,2.269,1.588,0.9789,4.215,3.672,3.945,3.666,3.793,2.443,2.885,2.839,4.04,4.208,4.435,3.421,2.895,1.932,1.312,2.153,2.083,2.209,2.764,3.324
"749","C5","A 4","SO-G0003810 ",2.515,2.031,1.931,1.605,3.299,4.541,4.649,3.529,3.514,2.324,2.445,2.393,3.962,4.211,4.298,3.376,2.78,1.858,1.521,2.015,1.968,2.239,2.725,3.824
"750","C3","A 3","SO-G0003815 ",3.774,4.146,3.666,2.096,1.953,2.135,1.856,1.937,1.855,3.206,4.083,4.069,3.945,3.842,4.394,3.367,2.714,0.6741,2.244,2.653,1.909,2.938,2.875,3.222
"751","C3","A 3","SO-G0003817 ",3.249,3.806,2.901,1.698,2.689,2.202,2.069,2.056,2.65,2.595,5.389,3.474,4.28,4.039,4.263,3.068,1.86,1.02,2.021,2.594,2.351,2.995,3.103,3.183
"752","C3","A 2","SO-G0003848 ",3.387,3.6,1.831,1.472,2.018,3.018,2.768,2.22,2.372,4.122,4.905,3.064,3.786,3.748,3.952,3.629,3.88,3.088,2.373,1.63,1.212,1.46,2.905,3.113
"753","C5","A 4","SO-G0003851 ",2.379,2.304,2.284,2.44,3.515,3.129,5.867,2.654,2.575,2.569,2.521,2.54,3.674,3.6,3.968,3.645,3.373,2.986,3.428,0.756,1.419,2.195,2.41,3.324
"754","C5","A 4","SO-G0003852 ",2.529,2.163,3.505,1.353,3.112,3.721,3.157,5.302,2.275,2.148,2.684,2.828,3.906,4.421,4.617,3.346,2.699,1.953,1.725,2.278,2.037,2.092,2.394,3.311
"755","C5","A 4","SO-G0003857 ",2.401,2.1,1.811,1.701,3.583,2.687,4.125,3.77,4.946,2.256,2.828,2.569,4.145,4.228,4.276,3.546,2.949,2.169,1.409,1.909,2.361,2.016,2.357,3.414
"756","C5","A 4","SO-G0003858 ",2.448,1.953,1.668,1.673,3.426,3.512,4.379,3.906,4.453,2.547,2.385,2.428,4.081,4.106,4.209,3.557,2.903,2.009,1.232,2.014,2.008,2.292,2.783,3.584
"757","C3","A 3","SO-G0003860 ",3.046,3.203,2.688,3.065,2.865,3.253,3.547,2.815,1.522,1.712,1.776,5.285,4.094,4.072,3.935,3.538,2.89,3.004,1.361,1.363,2.157,2.643,2.034,3.685
"758","C3","A 3","SO-G0003885 ",4.031,3.487,3.204,1.89,1.046,3.16,3.468,1.793,2.231,2.419,4.086,3.962,3.774,4.546,4.235,3.88,3.132,2.626,2.015,1.807,2.052,2.435,1.598,2.679
"759","C3","A 3","SO-G0003890 ",4.279,3.323,2.627,1.112,1.21,3.508,2.945,2.628,2.372,2.94,3.914,3.919,3.791,4.666,4.266,3.643,2.804,2.37,1.764,1.623,1.985,2.213,2.564,3.087
"760","C3","A 3","SO-G0003893 ",4.195,3.44,2.685,0.9386,1.606,3.513,2.613,2.311,2.523,2.93,3.858,4.165,3.764,4.908,3.24,3.645,2.054,3.025,1.84,1.441,1.922,2.39,3.089,3.459
"761","C3","A 3","SO-G0003895 ",3.14,3.426,2.426,1.226,1.481,3.996,3.294,3.764,1.928,2.298,3.567,4.231,3.573,4.678,4.587,3.595,2.563,2.618,1.877,1.879,2.054,2.261,2.098,2.994
"762","C3","A 3","SO-G0003898 ",4.145,4.143,2.905,1.839,1.073,3.995,3.536,2.599,2.475,1.901,2.58,3.584,3.649,4.557,4.49,3.423,2.285,2.448,1.76,1.733,1.917,2.313,2.746,3.457
"763","C3","A 3","SO-G0003900 ",4.258,3.767,3.304,1.838,0.9046,3.434,2.462,1.908,2.407,3.021,3.655,3.819,3.767,4.605,4.385,3.292,2.212,2.628,1.921,1.723,1.734,2.327,2.686,3.497
"764","C3","A 3","SO-G0003904 ",4.189,3.536,2.699,1.523,1.829,4.102,2.285,1.311,2.687,3.175,3.593,3.847,3.387,4.592,4.422,3.706,2.726,2.768,2.054,1.652,1.659,1.914,2.728,3.171
"765","C3","A 3","SO-G0003912 ",3.401,3.865,2.396,1.455,1.343,3.138,3.424,2.983,2.221,2.44,3.226,4.884,3.707,4.604,4.337,3.568,2.654,2.512,1.848,1.686,1.801,2.105,2.597,3.358
"766","C3","A 3","SO-G0003918 ",3.622,2.852,2.202,1.058,1.194,4.27,3.166,2.754,2.852,3.206,3.829,3.771,4.06,4.46,4.167,3.299,2.484,2.211,1.672,1.574,1.961,2.39,2.971,3.528
"767","C5","A 4","SO-G0003922 ",2.603,2.203,1.522,1.875,1.519,4.002,4.176,4.249,3.66,3.276,3.148,2.545,3.597,2.893,2.864,2.822,0.976,2.723,1.829,2.451,2.211,4.152,3.709,4.552
"768","C3","A 3","SO-G0003926 ",4.102,3.514,2.818,1.675,1.103,3.507,2.47,1.894,2.464,3.151,4.148,3.932,4.043,4.3,4.234,3.494,2.658,2.099,1.6,1.622,1.972,2.306,2.946,3.503
"769","C3","A 3","SO-G0003929 ",3.358,3.139,2.067,1.427,1.745,2.706,2.758,1.938,2.908,4.061,4.538,4.133,4.501,3.975,4.032,3.441,2.584,2.066,1.521,1.82,1.949,2.203,3.167,3.517
"770","C2","A 1","SO-G0003935 ",0,1.993,2.965,3.487,3.533,3.411,3.368,3.161,3.113,3.437,3.212,3.097,0.08653,2.148,3.257,3.868,3.766,3.595,3.177,3.239,2.931,2.832,2.835,3.042
"771","C3","A 3","SO-G0003969 ",5.55,3.457,2.267,1.732,1.782,2.349,2.711,3.413,2.965,2.926,2.928,2.697,5.698,3.859,2.703,2.12,1.99,2.211,2.492,2.769,2.789,2.734,2.729,2.683
"772","C3","A 3","SO-G0003970 ",5.563,3.57,2.369,1.898,1.859,2.33,2.669,3.548,2.97,2.925,2.655,2.422,5.703,3.793,2.642,2.163,1.97,2.173,2.515,2.869,2.939,2.801,2.655,2.554
"773","C5","A 4","SO-G0003983 ",2.379,1.859,1.47,1.566,2.275,4.085,3.707,4.377,3.914,2.84,3.286,3.018,4.629,4.368,3.871,2.206,3.16,2.881,2.424,1.46,1.862,1.926,2.902,3.087
"774","C3","A 3","SO-G0003989 ",4.072,3.788,2.053,1.525,1.126,3.045,4.029,2.594,2.738,2.485,4.073,3.248,1.539,2.148,3.8,3.917,3.474,3.578,3.088,3.849,2.967,3.592,1.639,1.186
"775","C3","A 3","SO-G0003994 ",3.52,3.102,2.459,2.622,2.417,4.006,1.482,1.359,2.852,2.359,3.945,4.654,1.851,2.485,3.194,3.356,3.748,3.889,4.429,3.91,2.8,1.939,1.573,1.602
"776","C5","A 4","SO-G0004000 ",1.668,1.649,2.584,3.374,3.746,3.467,3.865,3.753,4.086,3.348,1.638,1.597,3.871,4.624,2.867,1.957,2.382,3.021,2.114,2.625,2.215,1.288,4.154,3.661
"777","C3","A 3","SO-G0004007 ",5.544,4.093,3.073,2.458,2.345,2.695,2.001,1.955,2.487,2.702,2.832,2.591,0.06479,2.012,3.076,3.56,3.775,3.67,3.348,3.192,3.023,2.993,2.986,3.076
"778","C2","A 1","SO-G0004008 ",0.08727,2.585,3.2,3.105,2.714,3.081,4,3.544,3.196,3.874,2.847,2.544,0.3515,3.456,4.326,3.179,2.551,2.07,3.192,3.118,3.801,3.369,2.762,2.602
"779","C5","A 4","SO-G0004013 ",2.301,2.177,2.028,2.034,2.635,3.574,5.621,3.452,2.535,2.452,3.096,2.872,3.971,3.717,3.833,2.496,2.307,3.004,1.75,1.082,2.779,4.494,3.175,2.17
"780","C5","A 4","SO-G0004020 ",3.555,2.114,1.574,1.847,3.498,5.133,3.669,2.493,2.792,2.262,2.389,3.451,4.235,3.943,3.33,2.535,2.708,2.815,1.615,0.7884,2.296,3.519,3.811,3.183
"781","C2","A 1","SO-G0004021 ",2.629,1.515,2.552,2.343,1.87,2.41,3.338,3.88,4.916,4.225,2.376,2.724,2.356,1.741,4.109,2.781,1.94,1.97,3.031,2.798,4.406,4.568,1.922,3.155
"782","C3","A 3","SO-G0004047 ",3.854,3.155,2.996,1.552,2.378,2.43,1.625,1.895,2.854,3.109,4.205,4.723,2.629,4.458,3.368,3.577,2.826,3.012,2.706,3.243,3.812,2.763,1.884,0.4992
"783","C3","A 3","SO-G0004067 ",4.172,3.498,2.92,2.508,2.886,3.433,2.202,1.319,1.17,2.652,3.802,4.215,3.882,4.01,4.088,3.594,3.504,2.892,2.034,1.443,1.371,1.902,2.637,3.421
"784","C3","A 3","SO-G0004072 ",5.646,3.743,2.716,2.098,1.933,2.105,2.263,2.603,2.937,2.842,2.903,2.989,5.502,3.785,2.956,2.208,1.934,2.027,2.166,2.202,3.112,2.863,2.717,3.307
"785","C3","A 2","SO-G0004076 ",3.316,2.35,1.369,1.82,1.521,4.994,3.233,3.378,3.208,3.055,3.268,3.265,4.129,4.452,4.04,3.233,2.702,2.302,1.719,1.341,2.046,2.291,3.049,3.472
"786","C5","A 4","SO-G0004084 ",1.86,1.7,2.354,4.357,3.45,4.394,4.039,2.897,3.413,2.21,2.208,1.895,4.021,4.312,4.234,3.628,2.842,2.347,1.805,1.544,1.827,2.136,2.641,3.439
"787","C3","A 3","SO-G0004095 ",4.225,3.24,2.399,0.9587,1.356,3.5,2.603,3.081,2.709,2.82,4.06,3.826,4.097,4.698,4.215,3.205,2.392,1.691,1.723,1.799,2.767,2.703,2.531,2.956
"788","C3","A 3","SO-G0004098 ",3.625,3.299,2.988,0.3392,2.99,4.136,2.526,2.199,3.544,2.338,2.973,3.819,4.079,4.594,4.401,2.958,2.267,2.397,2.633,2.125,3.151,2.217,1.297,2.657
"789","C2","A 1","SO-G0004114 ",3.559,2.232,2.293,1.875,1.94,2.524,2.585,4.465,5.113,2.92,2.791,2.479,0.9294,2.991,3.185,2.974,3.595,2.993,2.545,4.147,4.751,2.392,2.111,2.164
"790","C2","A 1","SO-G0004145 ",2.338,2.153,1.981,2.576,3.254,4.332,4.439,4.33,3.263,2.383,1.716,2.013,4.262,3.632,3.294,2.262,2.396,3.797,3.27,4.146,2.63,1.587,1.095,2.407
"791","C3","A 3","SO-G0004146 ",5.008,1.495,1.704,2.441,1.949,3.419,3.862,3.497,2.827,2.681,2.486,3.408,4.783,4.219,4.168,3.189,2.273,2.903,1.867,1.86,2.387,2.412,1.915,2.803
"792","C2","A 1","SO-G0004151 ",1.903,1.942,2.016,2.717,3.341,4.349,3.69,4.685,3.403,2.399,2.708,1.624,1.634,2.184,2.216,2.874,3.653,4.526,4.28,3.956,3.036,2.434,2.38,1.604
"793","C3","A 3","SO-G0004155 ",2.864,2.83,2.796,2.751,2.976,2.686,1.567,2.634,5.862,2.561,2.519,2.732,4.311,4.776,2.808,3.664,1.74,2.477,2.014,2.361,3.364,1.942,1.935,3.385
"794","C5","A 4","SO-G0004159 ",3.45,2.36,2.363,2.292,2.352,5.811,3.332,2.208,2.541,2.514,2.757,2.797,4.703,4.024,3.889,3,2.945,3.065,2.237,1.166,1.705,2.505,2.319,3.22
"795","C5","A 4","SO-G0004167 ",2.526,2.138,1.955,2.286,1.974,2.231,4.171,4.998,4.067,3.216,2.767,2.447,3.453,4.969,4.354,3.259,2.534,2.08,2.762,2.531,2.546,2.501,1.222,2.565
"796","C2","A 1","SO-G0004176 ",1.808,2.07,2.296,2.342,3.508,3.517,4.691,4.269,3.594,2.939,1.804,1.939,2.01,2.263,2.152,2.428,2.913,3.443,4.347,4.667,3.966,2.96,1.744,1.884
"797","C5","A 4","SO-G0004190 ",2.503,2.439,2.378,2.398,3.753,5.108,4.575,2.418,2.405,2.344,2.277,2.179,4.995,3.78,2.592,1.625,2.732,2.93,1.87,4.24,2.671,1.839,2.687,2.816
"798","C3","A 3","SO-G0004207 ",2.884,2.885,2.885,2.817,2.748,2.654,2.561,2.477,2.394,2.295,2.195,5.982,3.593,5.081,3.871,3.558,1.915,2.31,1.98,2.067,2.392,2.103,2.391,3.516
"799","C3","A 2","SO-G0004209 ",3.131,2.517,1.853,1.426,2.032,5.45,3.087,2.838,3.146,3.161,2.91,3.228,3.806,4.117,4.214,3.502,2.66,2.291,1.558,1.363,2.412,1.948,3.092,3.815
"800","C2","A 1","SO-G0004218 ",2.04,1.942,2.325,2.602,3.325,3.586,4.554,4.11,3.967,2.889,1.451,1.986,2.821,2.848,2.841,3.114,4.075,3.636,4.651,2.857,2.759,1.663,0.812,2.699
"801","C3","A 3","SO-G0004225 ",6.065,2.691,2.653,2.619,2.586,2.582,2.578,2.576,2.574,2.79,2.537,2.525,4.569,4.538,3.898,2.92,2.452,2.094,2.203,1.876,2.133,2.045,2.393,3.657
"802","C3","A 2","SO-G0004232 ",5.367,2.613,2.916,2.198,1.55,2.013,2.103,2.952,2.958,3.375,3.828,2.903,2.114,4.64,3.432,3.269,3.988,3.533,3.528,2.385,2.393,1.76,1.159,2.578
"803","C5","A 4","SO-G0004243 ",2.25,2.223,2.124,2.679,3.174,5.813,3.502,2.436,2.6,2.499,2.854,2.625,4.134,4.303,3.775,3.009,2.404,2.627,1.516,1.692,1.992,2.182,2.939,4.203
"804","C2","A 1","SO-G0006006 ",2.016,1.605,1.713,2.167,2.448,3.051,2.891,4.563,4.188,4.28,2.788,3.066,1.802,1.261,2.657,3.047,4.247,4.203,1.489,3.971,3.088,2.898,2.675,3.44
"805","C2","A 1","SO-G0006008 ",2.12,2.978,1.984,1.97,2.846,3.743,2.864,4.598,4.2,3.855,2.035,1.583,2.546,3.137,2.996,2.96,2.497,4.644,0.9278,3.861,3.435,3.48,2.864,1.429
"806","C3","A 3","SO-G0006024 ",3.272,3.06,2.491,2.269,2.157,2.43,2.128,2.073,5.64,2.45,3.375,3.432,3.88,4.581,4.199,3.599,2.431,2.253,2.387,2.127,2.291,2.68,1.158,3.191
"807","C3","A 3","SO-G0006029 ",4.197,2.826,1.773,1.946,1.878,2.621,2.055,2.944,2.483,3.157,4.087,4.809,3.627,3.776,4.578,3.707,3.122,2.507,2.735,2.631,1.152,1.533,2.022,3.387
"808","C3","A 2","SO-G0006076 ",2.692,3.151,1.26,2.48,1.705,1.953,2.919,2.779,3.325,4.407,4.59,3.517,2.221,3.787,3.766,4.076,3.955,3.565,3.521,2.617,1.967,1.272,1.51,2.52
"809","C3","A 2","SO-G0006077 ",3.116,2.969,1.536,0.8202,2.321,3.514,3.965,3.222,2.983,4.276,3.69,2.365,4.109,3.665,4.144,3.642,3.523,2.891,2.092,1.312,1.339,2.017,2.871,3.171
"810","C3","A 2","SO-G0006078 ",3.221,2.804,1.641,1.022,2.402,3.705,2.623,2.447,3.54,4.443,4.229,2.698,4.636,3.699,3.489,2.809,3.199,2.663,2.251,1.377,1.372,2.055,3.466,3.76
"811","C5","A 4","SO-G0006079 ",2.134,2.196,2.392,2.613,2.789,4.321,4.106,3.796,4.496,2.333,1.834,1.767,3.202,1.854,1.608,2.791,1.548,2.049,2.789,3.031,3.834,3.333,4.662,4.078
"812","C3","A 2","SO-G0006080 ",1.896,1.882,2.089,2.654,2.895,2.535,3.358,4.646,4.622,3.828,2.209,2.164,3.012,3.32,4.217,3.949,3.083,3.415,3.232,2.077,0.8961,1.307,2.8,3.47
"813","C2","A 1","SO-G0006159 ",2.82,1.954,2.08,1.642,1.487,2.769,4.529,3.951,3.915,2.506,3.632,3.492,3.48,3.209,2.528,2.255,3.748,4.054,4.455,2.926,2.53,3.016,0.9746,1.601
"814","C2","A 1","SO-G0006160 ",2.367,2.118,1.891,2.261,2.141,2.835,3.654,4.638,4.687,3.514,2.724,1.947,2.769,2.899,2.131,2.574,3.703,3.945,3.816,3.383,3.189,4.043,1.315,1.01
"815","C3","A 2","SO-G0006177 ",2.52,2.18,1.945,2.175,1.938,2.409,2.649,3.575,4.565,4.755,3.727,2.338,4.858,4.516,3.947,2.975,2.89,2.446,2.352,1.977,2.032,2.017,2.261,2.506
"816","C3","A 2","SO-G0006178 ",2.896,2.732,2.145,1.823,2.017,2.616,2.722,3.106,4.511,5.094,3.135,1.981,3.606,3.706,4.104,3.746,3.789,3.165,2.149,1.771,1.513,1.177,2.847,3.206
"817","C3","A 2","SO-G0006179 ",2.524,2.192,1.809,1.89,2.026,2.591,3.193,3.859,4.512,4.711,3.154,2.317,4.099,3.169,4.102,4.305,3.302,3.185,2.893,1.699,1.357,1.683,2.183,2.799
"818","C3","A 2","SO-G0006180 ",2.875,3.185,2.498,1.394,1.79,2.167,2.493,2.665,3.773,4.455,4.716,2.767,2.587,3.679,4.085,3.856,4.071,3.481,3.454,2.583,2.075,1.262,1.53,2.113
"819","C3","A 2","SO-G0006181 ",2.713,2.739,1.637,1.223,2.768,2.117,4.293,3.394,3.408,4.735,3.088,2.663,2.403,3.722,2.535,4.347,4.848,3.435,2.414,1.687,2.336,2.57,2.858,1.622
"820","C3","A 2","SO-G0006182 ",3.229,2.976,0.977,1.491,2.351,3.457,4.109,3.309,4.136,3.818,2.782,2.141,3.683,2.9,4.522,4.55,2.675,2.234,1.994,1.542,1.884,2.192,3.399,3.204
"821","C3","A 3","SO-G0006183 ",4.42,3.133,1.844,1.563,1.578,2.233,2.881,2.417,2.977,3.541,3.965,4.224,3.891,4.485,4.354,3.483,3.082,2.177,1.795,1.626,1.863,2.201,2.703,3.116
"822","C3","A 2","SO-G0006184 ",2.243,1.804,1.784,1.823,2.05,2.422,3.328,3.697,3.875,3.851,4.702,3.198,4.021,4.388,4.188,3.497,3.176,2.855,1.868,1.539,1.684,2.124,2.289,3.149
"823","C3","A 3","SO-G0006199 ",3.573,4.095,3.106,1.587,0.8729,3.403,2.417,1.86,3.26,3.934,3.556,3.114,3.849,4.313,4.246,3.524,2.959,2.726,1.947,1.712,1.667,1.754,2.459,3.621
"824","C3","A 3","SO-G0006200 ",3.745,3.74,2.328,3.618,2.457,2.141,2.018,1.858,2.794,2.526,2.29,5.262,4.016,4.54,4.21,3.512,2.495,1.748,1.862,1.777,2.245,2.304,2.631,3.437
"825","C5","A 4","SO-G0006201 ",2.785,2.402,1.911,1.963,4.047,3.159,5.373,3.391,2.313,2.116,2.48,2.839,4.209,4.085,4.014,3.247,2.939,2.209,1.393,1.705,2.389,2.344,2.206,4.037
"826","C3","A 3","SO-G0006202 ",4.059,3.368,3.443,2.006,2.038,2.039,2.041,2.104,2.016,2.808,4.559,4.295,3.908,4.239,4.232,3.681,3.031,2.557,2.04,1.527,1.895,1.677,2.484,3.508
"827","C3","A 3","SO-G0006203 ",3.265,3.548,3.674,1.882,1.891,1.883,1.874,3.452,1.828,2.801,4.557,4.124,3.216,4.353,4.352,3.723,3.19,2.669,2.223,1.114,2.143,1.877,2.413,3.502
"828","C3","A 3","SO-G0006204 ",4.196,3.634,3.625,1.989,2.014,2.023,2.033,2.016,2,2.963,3.673,4.611,3.444,4.317,4.389,3.721,3.145,2.598,2.19,1.399,2.074,1.887,2.041,3.573
"829","C3","A 3","SO-G0006205 ",3.583,3.907,3.976,2.093,2.083,2.036,1.989,2.016,1.877,2.898,4.644,3.674,3.385,4.423,4.362,3.632,3.198,2.566,1.955,1.364,2.045,1.935,2.387,3.526
"830","C3","A 2","SO-G0006273 ",3.079,1.971,1.24,1.983,1.449,4.389,3.913,3.224,3.204,3.434,3.242,3.649,3.819,3.914,4.096,3.674,2.444,2.215,1.781,1.607,1.679,2.626,2.656,4.268
"831","C3","A 3","SO-G0006279 ",5.585,3.271,2.059,1.666,1.881,2.478,3.102,3.242,3.056,2.813,2.814,2.81,5.633,3.357,2.132,1.716,1.9,2.458,3.038,3.164,2.988,2.759,2.809,2.823
"832","C3","A 3","SO-G0016866 ",3.122,2.93,1.891,2.319,1.313,2.853,2.25,2.523,2.816,4.206,3.568,4.986,3.76,3.773,4.079,3.948,2.551,2.22,1.189,1.721,1.976,2.522,3.106,3.932
"833","C3","A 2","SO-G0017036 ",2.827,2.176,1.534,1.3,1.925,2.914,3.24,3.934,3.77,4.484,3.698,2.977,2.422,4.577,4.423,3.486,3.448,3.467,2.502,1.647,2.083,2.1,1.623,2.999
"834","C3","A 3","SO-G0017307 ",4.067,3.391,2.296,1.787,1.298,3.574,2.79,1.61,2.434,3.469,4.042,4.018,4.158,4.381,4.146,3.785,2.567,2.193,1.573,1.872,1.958,2.341,2.541,3.262
"835","C5","A 4","SO-Y0004316 ",2.872,2.614,2.16,2.63,4.516,5.093,2.671,1.504,1.972,2.864,3.004,2.876,4.914,3.193,2.953,2.409,2.155,2.07,2.024,2.198,2.113,2.49,4.516,3.742
"836","C3","A 2","SO-Y0004370 ",4.093,4.254,2.083,2.964,1.781,2.455,3.328,1.778,2.199,4.28,3.718,1.843,3.921,3.358,4.939,2.439,3.554,2.602,2.342,1.824,2.3,1.653,3.781,2.063
"837","C5","A 4","SO-Y0004390 ",2.135,1.43,1.468,2.04,2.895,3.679,4.208,4.525,3.594,3.028,2.956,2.82,3.928,3.583,3.206,2.545,1.953,1.652,1.629,1.776,2.494,3.793,4.247,3.971
"838","C3","A 2","SO-Y0004395 ",3.398,2.245,1.872,1.433,1.175,3.013,3.797,4.149,3.93,3.693,3.172,2.898,3.317,4.57,3.917,3.078,2.509,1.664,1.15,2.426,2.939,1.96,3.438,3.809
"839","C2","A 1","SO-Y0004401 ",2.275,2.88,1.277,1.443,3.921,4.145,4.091,3.659,3.157,3.139,2.957,1.832,3.278,5.239,3.552,3.185,2.088,2.772,3.233,2.984,2.562,2.036,1.111,2.736
"840","C2","A 1","SO-Y0004402 ",0.2155,1.78,2.692,3.21,3.581,3.838,3.636,3.474,3.268,3.005,3.031,3.047,1.498,3.635,4.17,3.436,1.941,3.315,4.334,3.753,2.345,1.501,2.413,2.436
